,APMC,Commodity,2014,2015,2016
1780,Mumbai,coriander (dry),21444,24667,24667
1781,Mumbai,cowpea,7000,8154,8154
1782,Mumbai,cucumber,2474,1821,1821
1783,Mumbai,cummin,18852,24762,24762
1784,Mumbai,curry leaves,2040,2388,2388
1785,Mumbai,custard apple,4500,8817,8817
1786,Mumbai,elephant root,2008,3777,3777
1787,Mumbai,fennel,19215,20200,20200
1788,Mumbai,fenugreek,10185,11880,11880
1789,Mumbai,flower,1432,1458,1458
1790,Mumbai,french bean,2200,3000,3000
1791,Mumbai,garlic,5792,9828,9828
1792,Mumbai,ginger (dry),5064,5723,5723
1793,Mumbai,grapes,4068,8647,8647
1794,Mumbai,green chilli,4096,4823,4823
1795,Mumbai,green peas (dry),6000,5100,5100
1796,Mumbai,green-peas,9260,9300,9300
1797,Mumbai,guava,2724,2992,2992
1798,Mumbai,horse gram,3975,3600,3600
1799,Mumbai,jaggery,5550,3933,3933
1800,Mumbai,ladies finger,4585,3964,3964
1801,Mumbai,mango,0,33833,33833
1802,Mumbai,melon,2371,2375,2375
1803,Mumbai,mosambi,2754,3088,3088
1804,Mumbai,onion,2425,3470,3470
1805,Mumbai,orange,2636,3081,3081
1806,Mumbai,papai,1852,1892,1892
1807,Mumbai,pineapple,2338,2533,2533
1808,Mumbai,pomegranate,6508,14040,14040
1809,Mumbai,potato,0,1520,1520
1810,Mumbai,rice(paddy-hus),9189,8351,8351
1811,Mumbai,ridge gourd,4062,3900,3900
1812,Mumbai,shevga,6342,5667,5667
1813,Mumbai,small gourd,3816,2878,2878
1814,Mumbai,snake gourd,1752,2016,2016
1815,Mumbai,spilt gerrn gram,9247,11158,11158
1816,Mumbai,spilt pigeon pea,7500,16981,16981
1817,Mumbai,split black gram,8332,15852,15852
1818,Mumbai,split gram,4300,7222,7222
1819,Mumbai,split lentil,6707,8490,8490
1820,Mumbai,squash gourd,1104,2706,2706
1821,Mumbai,sugar,3315,3022,3022
1822,Mumbai,sweet potato,1863,1668,1668
1823,Mumbai,tamarind,10233,11673,11673
1824,Mumbai,tomato,3256,2800,2800
1825,Mumbai,turmeric,14800,18333,18333
1826,Mumbai,water melon,1196,1508,1508
1827,Murbad,bitter gourd,3431,6073,6073
1828,Murbad,bottle gourd,1633,4500,4500
1829,Murbad,brinjal,3262,3717,3717
1830,Murbad,cabbage,0,2935,2935
1831,Murbad,capsicum,4413,6050,6050
1832,Murbad,ghevda,0,5520,5520
1833,Murbad,ghosali(bhaji),3164,5640,5640
1834,Murbad,ladies finger,4069,4630,4630
1835,Murbad,paddy-unhusked,1925,1950,1950
1836,Murbad,tomato,3629,3763,3763
1837,Murtizapur,black gram,4820,10504,10504
1838,Murtizapur,gram,3012,5143,5143
1839,Murtizapur,green gram,7893,8932,8932
1840,Murtizapur,pigeon pea (tur),5191,10351,10351
1841,Murtizapur,soybean,3330,3839,3839
1842,Murtizapur,wheat(husked),1508,1570,1570
1843,Murud,paddy-unhusked,0,0,0
1844,Murud,rice(paddy-hus),0,3074,3074
1845,Murum,bajri,2809,1569,1569
1846,Murum,black gram,6031,11887,11887
1847,Murum,gram,2700,4787,4787
1848,Murum,green gram,8005,8139,8139
1849,Murum,maize,1400,1786,1786
1850,Murum,pigeon pea (tur),5306,11150,11150
1851,Murum,sorgum(jawar),2137,2352,2352
1852,Murum,soybean,3325,3970,3970
1853,Murum,wheat(husked),1667,2584,2584
1854,Murum,wheat(unhusked),3951,3599,3599
1855,Nagbhid,paddy-unhusked,2517,2247,2247
1856,Nagpur,apple,7096,12831,12831
1857,Nagpur,banana,550,740,740
1858,Nagpur,beet root,1504,1300,1300
1859,Nagpur,bitter gourd,2938,2948,2948
1860,Nagpur,bor,765,800,800
1861,Nagpur,bottle gourd,992,1225,1225
1862,Nagpur,brinjal,1362,1675,1675
1863,Nagpur,cabbage,1169,1144,1144
1864,Nagpur,capsicum,3338,2585,2585
1865,Nagpur,carrot,2467,1985,1985
1866,Nagpur,chavli (pala),1427,1309,1309
1867,Nagpur,chavli (shenga ),1925,2500,2500
1868,Nagpur,chikoo,2271,2900,2900
1869,Nagpur,chillies(red),8500,10000,10000
1870,Nagpur,cluster bean,2127,1904,1904
1871,Nagpur,coriander  ,3850,5635,5635
1872,Nagpur,coriander (dry),10250,10000,10000
1873,Nagpur,cucumber,1977,1715,1715
1874,Nagpur,dhemse,2046,2204,2204
1875,Nagpur,flower,2042,1877,1877
1876,Nagpur,garlic,6668,14125,14125
1877,Nagpur,ghosali(bhaji),0,971,971
1878,Nagpur,ginger (dry),0,5229,5229
1879,Nagpur,ginger (fresh),6560,5020,5020
1880,Nagpur,gram,2947,4827,4827
1881,Nagpur,grapes,3563,6069,6069
1882,Nagpur,green chilli,3000,2977,2977
1883,Nagpur,green gram,5400,6800,6800
1884,Nagpur,green-peas,3142,2500,2500
1885,Nagpur,ground nut pods (dry),3827,4316,4316
1886,Nagpur,jack fruit,0,1700,1700
1887,Nagpur,ladies finger,2350,2696,2696
1888,Nagpur,lemon,140,280,280
1889,Nagpur,linseed,0,4550,4550
1890,Nagpur,maize,0,1412,1412
1891,Nagpur,mango(raw),0,3257,3257
1892,Nagpur,mango,0,3416,3416
1893,Nagpur,math (bhaji),3672,3854,3854
1894,Nagpur,melon,0,790,790
1895,Nagpur,mosambi,2240,2950,2950
1896,Nagpur,onion,1874,2515,2515
1897,Nagpur,orange,1875,3548,3548
1898,Nagpur,paddy-unhusked,2098,2085,2085
1899,Nagpur,papai,1570,1250,1250
1900,Nagpur,parwar,1665,1630,1630
1901,Nagpur,pigeon pea (tur),4953,9600,9600
1902,Nagpur,pineapple,3090,2980,2980
1903,Nagpur,pomegranate,4585,6828,6828
1904,Nagpur,potato,2580,1229,1229
1905,Nagpur,pumpkin,1096,1162,1162
1906,Nagpur,raddish,1119,1224,1224
1907,Nagpur,rice(paddy-hus),3445,2997,2997
1908,Nagpur,small gourd,1936,1652,1652
1909,Nagpur,sorgum(jawar),2300,2000,2000
1910,Nagpur,soybean,3433,3909,3909
1911,Nagpur,spinach,2000,2342,2342
1912,Nagpur,tomato,1900,2446,2446
1913,Nagpur,wal bhaji,2723,3638,3638
1914,Nagpur,wheat(husked),2041,2144,2144
1915,Naigaon,black gram,5200,11730,11730
1916,Naigaon,cotton,4050,4250,4250
1917,Naigaon,gram,2400,4150,4150
1918,Naigaon,green gram,7225,8796,8796
1919,Naigaon,pigeon pea (tur),4700,9833,9833
1920,Naigaon,sorgum(jawar),1433,1325,1325
1921,Naigaon,soybean,3396,3821,3821
1922,Nampur,bajri,0,0,0
1923,Nampur,gram,0,0,0
1924,Nampur,ground nut pods (dry),0,0,0
1925,Nampur,maize,0,0,0
1926,Nampur,onion,0,0,0
1927,Nampur,pigeon pea (tur),0,0,0
1928,Nampur,pomegranate,0,0,0
1929,Nampur,soybean,0,0,0
1930,Nampur,wheat(husked),0,0,0
1931,Nanded,gram,2600,4401,4401
1932,Nanded,green gram,7000,8501,8501
1933,Nanded,ground nut pods (dry),0,5611,5611
1934,Nanded,pigeon pea (tur),4600,8456,8456
1935,Nanded,sorgum(jawar),1362,1898,1898
1936,Nanded,soybean,3356,3900,3900
1937,Nanded,turmeric,8173,10622,10622
1938,Nanded,wheat(husked),1583,2151,2151
1939,Nandgaon Khandeshwar,black gram,0,10527,10527
1940,Nandgaon Khandeshwar,chino,0,4621,4621
1941,Nandgaon Khandeshwar,gram,0,0,0
1942,Nandgaon Khandeshwar,green gram,0,9127,9127
1943,Nandgaon Khandeshwar,pigeon pea (tur),0,9441,9441
1944,Nandgaon Khandeshwar,soybean,3250,3749,3749
1945,Nandgaon Khandeshwar,wheat(husked),0,1501,1501
1946,Nandgaon,bajri,1610,1720,1720
1947,Nandgaon,gram,3384,4768,4768
1948,Nandgaon,green gram,8667,8893,8893
1949,Nandgaon,ground nut pods (dry),5118,9925,9925
1950,Nandgaon,maize,1330,1995,1995
1951,Nandgaon,onion,1787,2091,2091
1952,Nandgaon,pigeon pea (tur),0,8236,8236
1953,Nandgaon,sorgum(jawar),1800,1647,1647
1954,Nandgaon,soybean,3430,6141,6141
1955,Nandgaon,wheat(husked),1729,3388,3388
1956,Nandura,bajri,1420,1530,1530
1957,Nandura,black gram,5750,11417,11417
1958,Nandura,gram,2679,4782,4782
1959,Nandura,green gram,7613,8628,8628
1960,Nandura,maize,1370,1593,1593
1961,Nandura,onion,0,0,0
1962,Nandura,pigeon pea (tur),5024,11015,11015
1963,Nandura,sesamum,9588,9350,9350
1964,Nandura,sorgum(jawar),1466,1473,1473
1965,Nandura,soybean,3342,3832,3832
1966,Nandura,wheat(husked),1538,1739,1739
1967,Nandurbar,bajri,1534,1639,1639
1968,Nandurbar,black gram,5046,9000,9000
1969,Nandurbar,chillies(red),2710,4000,4000
1970,Nandurbar,cluster bean,5307,4601,4601
1971,Nandurbar,cowpea,0,6000,6000
1972,Nandurbar,gram,2742,4843,4843
1973,Nandurbar,green gram,7174,8623,8623
1974,Nandurbar,ground nut pods (dry),3700,5565,5565
1975,Nandurbar,horse gram,0,6911,6911
1976,Nandurbar,maize,1523,1637,1637
1977,Nandurbar,matki,0,7189,7189
1978,Nandurbar,pigeon pea (tur),4410,8560,8560
1979,Nandurbar,rice(paddy-hus),3500,3500,3500
1980,Nandurbar,shepa,6150,6800,6800
1981,Nandurbar,sorgum(jawar),1747,2189,2189
1982,Nandurbar,soybean,3375,3696,3696
1983,Nandurbar,sunflower,4016,5804,5804
1984,Nandurbar,thymol-lovage,12832,14442,14442
1985,Nandurbar,wheat(husked),1797,2802,2802
1986,Narkhed,cotton,4053,4396,4396
1987,Narkhed,orange,11158,690,690
1988,Nashik-Devlali,chavli (pala),0,0,0
1989,Nashik-Devlali,coriander  ,0,0,0
1990,Nashik-Devlali,kanda pat,0,0,0
1991,Nashik-Devlali,methi (bhaji),0,0,0
1992,Nashik-Devlali,raddish,0,0,0
1993,Nashik-Devlali,shepu,0,0,0
1994,Nashik-Devlali,spinach,0,0,0
1995,Nashik-Devlali,tandulja,0,0,0
1996,Nashik,apple,10889,12000,12000
1997,Nashik,bitter gourd,4020,4887,4887
1998,Nashik,bor,1825,1842,1842
1999,Nashik,bottle gourd,2118,2067,2067
2000,Nashik,brinjal,5389,4934,4934
2001,Nashik,cabbage,1413,2035,2035
2002,Nashik,capsicum,5810,5406,5406
2003,Nashik,carrot,5283,3700,3700
2004,Nashik,cluster bean,5353,5425,5425
2005,Nashik,coriander  ,6361,4100,4100
2006,Nashik,cucumber,3075,9563,9563
2007,Nashik,flower,1777,1964,1964
2008,Nashik,garlic,5533,12363,12363
2009,Nashik,ghevda,4691,4345,4345
2010,Nashik,ghosali(bhaji),0,2690,2690
2011,Nashik,ginger (fresh),4392,5300,5300
2012,Nashik,green chilli,2550,5529,5529
2013,Nashik,green-peas,7789,5500,5500
2014,Nashik,ground nut pods (dry),5226,5356,5356
2015,Nashik,guava,1756,0,0
2016,Nashik,kanda pat,3091,2450,2450
2017,Nashik,kharbuj,0,0,0
2018,Nashik,ladies finger,4092,4119,4119
2019,Nashik,lemon,3041,2700,2700
2020,Nashik,melon,0,1625,1625
2021,Nashik,methi (bhaji),3282,2571,2571
2022,Nashik,mint,457,333,333
2023,Nashik,mosambi,2563,4150,4150
2024,Nashik,onion,1838,2578,2578
2025,Nashik,orange,3000,2000,2000
2026,Nashik,papai,0,1800,1800
2027,Nashik,pomegranate,6620,7393,7393
2028,Nashik,potato,0,1470,1470
2029,Nashik,raddish,2006,351,351
2030,Nashik,shahale ,2325,2700,2700
2031,Nashik,shepu,1365,1325,1325
2032,Nashik,spinach,582,460,460
2033,Nashik,squash gourd,2633,5303,5303
2034,Nashik,tomato,2281,3158,3158
2035,Nashik,wal papdi,3945,2525,2525
2036,Navapur,brinjal,0,1000,1000
2037,Navapur,cabbage,0,850,850
2038,Navapur,coriander  ,0,1000,1000
2039,Navapur,flower,0,1626,1626
2040,Navapur,gram,0,5350,5350
2041,Navapur,green chilli,0,2000,2000
2042,Navapur,maize,0,1409,1409
2043,Navapur,onion,0,1938,1938
2044,Navapur,paddy-unhusked,1300,1217,1217
2045,Navapur,pigeon pea (tur),0,8510,8510
2046,Navapur,rice(paddy-hus),0,1720,1720
2047,Navapur,sorgum(jawar),1500,1336,1336
2048,Navapur,soybean,0,3681,3681
2049,Navapur,tomato,0,2563,2563
2050,Navapur,wal papdi,0,2000,2000
2051,Navapur,wheat(husked),0,1530,1530
2052,Ner Parasopant,black gram,4500,9878,9878
2053,Ner Parasopant,gram,2569,4359,4359
2054,Ner Parasopant,green gram,6180,9153,9153
2055,Ner Parasopant,pigeon pea (tur),4893,8951,8951
2056,Ner Parasopant,soybean,3449,3904,3904
2057,Ner Parasopant,wheat(husked),1575,1700,1700
2058,Newasa-Ghodegaon,onion,2142,3769,3769
2059,Newasa,bajri,1443,1419,1419
2060,Newasa,gram,3175,3620,3620
2061,Newasa,maize,1310,1417,1417
2062,Newasa,pigeon pea (tur),0,7083,7083
2063,Newasa,sorgum(jawar),1550,1800,1800
2064,Newasa,tamarind,0,1300,1300
2065,Newasa,wheat(husked),1614,1593,1593
2066,Nilanga,black gram,5413,11500,11500
2067,Nilanga,gram,3400,4820,4820
2068,Nilanga,green gram,6697,8000,8000
2069,Nilanga,pigeon pea (tur),0,15466,15466
2070,Nilanga,sorgum(jawar),1141,1496,1496
2071,Nilanga,soybean,3508,3827,3827
2072,Nilanga,wheat(husked),1511,1783,1783
2073,Nira-Saswad,bajri,0,2110,2110
2074,Nira-Saswad,ghevda seed,0,6650,6650
2075,Nira-Saswad,gram,0,6000,6000
2076,Nira-Saswad,maize,0,1592,1592
2077,Nira-Saswad,pigeon pea (tur),0,8301,8301
2078,Nira-Saswad,rice(paddy-hus),0,3367,3367
2079,Nira-Saswad,sorgum(jawar),0,2512,2512
2080,Nira-Saswad,wheat(husked),0,2240,2240
2081,Nira,bajri,0,2100,2100
2082,Nira,jaggery,3650,3668,3668
2083,Nira,rice(paddy-hus),0,3600,3600
2084,Nira,sorgum(jawar),0,2559,2559
2085,Nira,wheat(husked),0,2200,2200
2086,Osmanabad,bitter gourd,3200,3750,3750
2087,Osmanabad,black gram,5067,0,0
2088,Osmanabad,bor,1431,1567,1567
2089,Osmanabad,brinjal,3686,3603,3603
2090,Osmanabad,cabbage,1158,1580,1580
2091,Osmanabad,capsicum,3173,3189,3189
2092,Osmanabad,carrot,1661,2054,2054
2093,Osmanabad,chikoo,2386,2787,2787
2094,Osmanabad,cluster bean,4000,3654,3654
2095,Osmanabad,cucumber,1931,1900,1900
2096,Osmanabad,flower,2550,3885,3885
2097,Osmanabad,ghevda,2729,3000,3000
2098,Osmanabad,ginger (fresh),4000,4600,4600
2099,Osmanabad,gram,0,4550,4550
2100,Osmanabad,green chilli,3773,4650,4650
2101,Osmanabad,green gram,5900,7410,7410
2102,Osmanabad,ground nut pods (dry),3950,5115,5115
2103,Osmanabad,kharbuj,0,2050,2050
2104,Osmanabad,ladies finger,4125,4500,4500
2105,Osmanabad,lemon,1814,5000,5000
2106,Osmanabad,maize,0,1245,1245
2107,Osmanabad,onion,1521,2782,2782
2108,Osmanabad,pigeon pea (tur),5451,10300,10300
2109,Osmanabad,potato,0,1774,1774
2110,Osmanabad,ridge gourd,3600,4250,4250
2111,Osmanabad,shevga,0,7750,7750
2112,Osmanabad,sorgum(jawar),2413,2291,2291
2113,Osmanabad,soybean,3350,3819,3819
2114,Osmanabad,sweet potato,0,3200,3200
2115,Osmanabad,tomato,2213,2767,2767
2116,Osmanabad,wheat(husked),1657,3914,3914
2117,Pachora,bajri,0,1499,1499
2118,Pachora,gram,0,4592,4592
2119,Pachora,green gram,0,7435,7435
2120,Pachora,maize,0,1415,1415
2121,Pachora,pigeon pea (tur),0,8000,8000
2122,Pachora,sorgum(jawar),0,1400,1400
2123,Pachora,soybean,0,3711,3711
2124,Pachora,sunflower,0,3848,3848
2125,Pachora,wheat(husked),0,1588,1588
2126,Paithan,bajri,1524,1581,1581
2127,Paithan,gram,2658,4342,4342
2128,Paithan,green gram,0,6601,6601
2129,Paithan,maize,0,1700,1700
2130,Paithan,onion,0,0,0
2131,Paithan,pigeon pea (tur),0,9094,9094
2132,Paithan,sorgum(jawar),2138,1794,1794
2133,Paithan,soybean,5302,3741,3741
2134,Paithan,wheat(husked),3485,2029,2029
2135,Palam,pigeon pea (tur),0,0,0
2136,Palam,soybean,0,3551,3551
2137,Palghar(Bevur),onion,0,1733,1733
2138,Palghar(Bevur),potato,1500,1671,1671
2139,Palghar(Bevur),rice(paddy-hus),2902,3387,3387
2140,Palghar(Bevur),wheat(husked),1971,2369,2369
2141,Palus,bitter gourd,0,3375,3375
2142,Palus,brinjal,0,3000,3000
2143,Palus,cabbage,0,0,0
2144,Palus,capsicum,0,0,0
2145,Palus,cucumber,0,0,0
2146,Palus,flower,0,2000,2000
2147,Palus,ginger (fresh),0,4000,4000
2148,Palus,ladies finger,0,6000,6000
2149,Palus,squash gourd,0,0,0
2150,Palus,tomato,0,1450,1450
2151,Pandharkawada,cotton,4002,4150,4150
2152,Pandharkawada,gram,2400,3500,3500
2153,Pandharkawada,ground nut pods (dry),0,5050,5050
2154,Pandharkawada,pigeon pea (tur),4376,8116,8116
2155,Pandharkawada,soybean,3209,3600,3600
2156,Pandharpur,bajri,1313,1384,1384
2157,Pandharpur,banana,1344,921,921
2158,Pandharpur,brinjal,4143,3241,3241
2159,Pandharpur,cabbage,1029,1486,1486
2160,Pandharpur,capsicum,3525,4000,4000
2161,Pandharpur,chikoo,4360,2465,2465
2162,Pandharpur,coriander  ,3750,1667,1667
2163,Pandharpur,cucumber,2370,2009,2009
2164,Pandharpur,gram,0,4675,4675
2165,Pandharpur,green chilli,4129,6213,6213
2166,Pandharpur,ladies finger,4100,4000,4000
2167,Pandharpur,maize,1386,1532,1532
2168,Pandharpur,math (bhaji),2083,1500,1500
2169,Pandharpur,onion,2077,3664,3664
2170,Pandharpur,pomegranate,7277,9246,9246
2171,Pandharpur,potato,0,900,900
2172,Pandharpur,sorgum(jawar),2035,2073,2073
2173,Pandharpur,tomato,1861,2977,2977
2174,Pandharpur,wheat(husked),1631,1950,1950
2175,Panvel,bitter gourd,4357,4240,4240
2176,Panvel,bottle gourd,1600,2300,2300
2177,Panvel,brinjal,3367,2500,2500
2178,Panvel,cabbage,933,1250,1250
2179,Panvel,carrot,0,0,0
2180,Panvel,cluster bean,0,0,0
2181,Panvel,cucumber,1957,2300,2300
2182,Panvel,flower,1800,2000,2000
2183,Panvel,ghevda,0,0,0
2184,Panvel,ghosali(bhaji),1957,2700,2700
2185,Panvel,ladies finger,0,3643,3643
2186,Panvel,ridge gourd,4200,4283,4283
2187,Panvel,snake gourd,2800,2217,2217
2188,Panvel,tomato,2300,2220,2220
2189,Paranda,onion,0,1803,1803
2190,Paranda,pigeon pea (tur),0,9069,9069
2191,Paranda,sorgum(jawar),0,2760,2760
2192,Parbhani,cotton,4051,4500,4500
2193,Parbhani,gram,2508,5215,5215
2194,Parbhani,green gram,7735,8757,8757
2195,Parbhani,pigeon pea (tur),4719,10050,10050
2196,Parbhani,sorgum(jawar),1700,1768,1768
2197,Parbhani,soybean,4309,3800,3800
2198,Parbhani,wheat(husked),1576,1850,1850
2199,Parli-Vaijnath,bajri,1746,1724,1724
2200,Parli-Vaijnath,gram,2392,5200,5200
2201,Parli-Vaijnath,green gram,7317,8566,8566
2202,Parli-Vaijnath,ground nut pods (dry),3538,4600,4600
2203,Parli-Vaijnath,pigeon pea (tur),4490,8975,8975
2204,Parli-Vaijnath,safflower,2100,2811,2811
2205,Parli-Vaijnath,sorgum(jawar),1778,1912,1912
2206,Parli-Vaijnath,soybean,3443,3898,3898
2207,Parli-Vaijnath,sunflower,2869,3500,3500
2208,Parli-Vaijnath,wheat(husked),1450,1660,1660
2209,Parner,onion,2081,3083,3083
2210,Parola,bajri,0,1476,1476
2211,Parola,black gram,0,0,0
2212,Parola,gram,0,3693,3693
2213,Parola,green gram,0,0,0
2214,Parola,maize,0,1379,1379
2215,Parola,pigeon pea (tur),0,7535,7535
2216,Parola,sorgum(jawar),0,1331,1331
2217,Parola,wheat(husked),0,1537,1537
2218,Parshiwani,cotton,3950,4318,4318
2219,Parshiwani,pigeon pea (tur),0,8500,8500
2220,Partur,bajri,1461,1601,1601
2221,Partur,black gram,4512,9590,9590
2222,Partur,cotton,4046,4373,4373
2223,Partur,gram,2613,4491,4491
2224,Partur,green gram,7423,8619,8619
2225,Partur,pigeon pea (tur),4604,9751,9751
2226,Partur,sorgum(jawar),2814,1822,1822
2227,Partur,soybean,3336,3790,3790
2228,Partur,wheat(husked),1583,2283,2283
2229,Patan,bitter gourd,3214,3600,3600
2230,Patan,brinjal,3011,1871,1871
2231,Patan,cabbage,1165,1261,1261
2232,Patan,cluster bean,4317,4500,4500
2233,Patan,coriander  ,8,5,5
2234,Patan,cucumber,1233,1775,1775
2235,Patan,flower,2400,1617,1617
2236,Patan,ghevda,3500,3500,3500
2237,Patan,ginger (fresh),4653,4433,4433
2238,Patan,green chilli,2909,3654,3654
2239,Patan,ladies finger,4643,3750,3750
2240,Patan,pavtta,5250,4083,4083
2241,Patan,tomato,2278,3025,3025
2242,Pathardi,bajri,1548,1529,1529
2243,Pathardi,cotton,4022,4390,4390
2244,Pathardi,gram,2817,4530,4530
2245,Pathardi,onion,1855,3168,3168
2246,Pathardi,pigeon pea (tur),5000,8720,8720
2247,Pathardi,sorgum(jawar),2120,1988,1988
2248,Pathardi,wheat(husked),2200,2213,2213
2249,Pathari,bajri,2670,1479,1479
2250,Pathari,gram,0,4100,4100
2251,Pathari,green gram,6967,7926,7926
2252,Pathari,pigeon pea (tur),0,9801,9801
2253,Pathari,sorgum(jawar),2400,2308,2308
2254,Pathari,soybean,3261,3746,3746
2255,Pathari,wheat(husked),1701,2089,2089
2256,Patur,gram,3500,4900,4900
2257,Patur,green gram,6000,6700,6700
2258,Patur,pigeon pea (tur),4575,9050,9050
2259,Patur,sorgum(jawar),1815,1700,1700
2260,Patur,soybean,3200,3749,3749
2261,Patur,wheat(husked),1750,1850,1850
2262,Pavani,paddy-unhusked,2416,2029,2029
2263,Pavani,wheat(husked),1500,0,0
2264,Pen,paddy-unhusked,1400,1450,1450
2265,Pen,rice(paddy-hus),6331,6500,6500
2266,Phaltan,bajri,2138,2008,2008
2267,Phaltan,gram,3380,5650,5650
2268,Phaltan,jaggery,3189,2815,2815
2269,Phaltan,maize,1392,1717,1717
2270,Phaltan,onion,2092,3377,3377
2271,Phaltan,pomegranate,0,0,0
2272,Phaltan,sorgum(jawar),2808,2948,2948
2273,Phaltan,wheat(husked),2180,2336,2336
2274,Pimpalgaon (B)-Saykheda,onion,1640,2954,2954
2275,Pimpalgaon Basawant,onion,1924,2911,2911
2276,Pimpalgaon Basawant,pomegranate,8567,11856,11856
2277,Pimpalgaon Basawant,tomato,2325,3087,3087
2278,Pombhurni,cotton,0,0,0
2279,Pombhurni,paddy-unhusked,0,2017,2017
2280,Pulgaon,cotton,4115,4540,4540
2281,Pulgaon,gram,2300,4329,4329
2282,Pulgaon,pigeon pea (tur),4000,8084,8084
2283,Pulgaon,soybean,3301,3889,3889
2284,Pulgaon,wheat(husked),0,1376,1376
2285,Pune-Manjri,ambat chuka,1440,2010,2010
2286,Pune-Manjri,bitter gourd,4497,5078,5078
2287,Pune-Manjri,bottle gourd,2126,2775,2775
2288,Pune-Manjri,brinjal,4831,3704,3704
2289,Pune-Manjri,cabbage,1565,2000,2000
2290,Pune-Manjri,chavli (pala),1528,1828,1828
2291,Pune-Manjri,chavli (shenga ),3096,3696,3696
2292,Pune-Manjri,cluster bean,6735,7525,7525
2293,Pune-Manjri,coriander  ,3208,5350,5350
2294,Pune-Manjri,cucumber,3082,3018,3018
2295,Pune-Manjri,custard apple,4119,5554,5554
2296,Pune-Manjri,flower,2195,1893,1893
2297,Pune-Manjri,ghevda,6222,5740,5740
2298,Pune-Manjri,ghosali(bhaji),4100,4463,4463
2299,Pune-Manjri,goosefoot,1413,1275,1275
2300,Pune-Manjri,green chilli,4532,5014,5014
2301,Pune-Manjri,green-peas,6295,7663,7663
2302,Pune-Manjri,guava,2783,3494,3494
2303,Pune-Manjri,harbara(pendi),1913,2157,2157
2304,Pune-Manjri,hemp,1367,1000,1000
2305,Pune-Manjri,kanda pat,2531,3400,3400
2306,Pune-Manjri,kardai,1288,1310,1310
2307,Pune-Manjri,ladies finger,5018,9250,9250
2308,Pune-Manjri,methi (bhaji),3653,4473,4473
2309,Pune-Manjri,onion,1294,3933,3933
2310,Pune-Manjri,other vegetables,0,1710,1710
2311,Pune-Manjri,pavtta,5964,6294,6294
2312,Pune-Manjri,raddish,2238,3771,3771
2313,Pune-Manjri,rajgira,1181,1490,1490
2314,Pune-Manjri,ridge gourd,6031,6040,6040
2315,Pune-Manjri,shepu,2100,3256,3256
2316,Pune-Manjri,spinach,2025,2167,2167
2317,Pune-Manjri,squash gourd,0,6375,6375
2318,Pune-Manjri,tomato,2258,3274,3274
2319,Pune-Manjri,walvad,4792,5433,5433
2320,Pune-Moshi,beet root,0,0,0
2321,Pune-Moshi,bitter gourd,0,0,0
2322,Pune-Moshi,bottle gourd,0,0,0
2323,Pune-Moshi,brinjal,0,0,0
2324,Pune-Moshi,cabbage,0,0,0
2325,Pune-Moshi,capsicum,0,0,0
2326,Pune-Moshi,carrot,0,0,0
2327,Pune-Moshi,chavli (shenga ),0,0,0
2328,Pune-Moshi,cluster bean,0,0,0
2329,Pune-Moshi,cucumber,0,0,0
2330,Pune-Moshi,flower,0,0,0
2331,Pune-Moshi,garlic,0,0,0
2332,Pune-Moshi,ghevda,0,0,0
2333,Pune-Moshi,ghosali(bhaji),0,0,0
2334,Pune-Moshi,ginger (fresh),0,0,0
2335,Pune-Moshi,green chilli,0,0,0
2336,Pune-Moshi,green-peas,0,0,0
2337,Pune-Moshi,ladies finger,0,0,0
2338,Pune-Moshi,onion,0,0,0
2339,Pune-Moshi,pavtta,0,0,0
2340,Pune-Moshi,potato,0,0,0
2341,Pune-Moshi,shevga,0,0,0
2342,Pune-Moshi,small gourd,0,0,0
2343,Pune-Moshi,squash gourd,0,0,0
2344,Pune-Moshi,tomato,0,0,0
2345,Pune-Moshi,walvad,0,0,0
2346,Pune-Pimpri,beet root,2350,2200,2200
2347,Pune-Pimpri,bitter gourd,3683,4500,4500
2348,Pune-Pimpri,bottle gourd,2324,2439,2439
2349,Pune-Pimpri,brinjal,3873,3220,3220
2350,Pune-Pimpri,cabbage,1092,1307,1307
2351,Pune-Pimpri,capsicum,0,3750,3750
2352,Pune-Pimpri,carrot,3200,2300,2300
2353,Pune-Pimpri,chavli (shenga ),2100,3000,3000
2354,Pune-Pimpri,cluster bean,4625,5857,5857
2355,Pune-Pimpri,cucumber,2556,2433,2433
2356,Pune-Pimpri,flower,2232,1746,1746
2357,Pune-Pimpri,garlic,0,6000,6000
2358,Pune-Pimpri,ghevda,4165,4667,4667
2359,Pune-Pimpri,ghosali(bhaji),3323,3538,3538
2360,Pune-Pimpri,ginger (dry),0,3571,3571
2361,Pune-Pimpri,ginger (fresh),0,4000,4000
2362,Pune-Pimpri,green chilli,4056,5300,5300
2363,Pune-Pimpri,green-peas,3000,6000,6000
2364,Pune-Pimpri,ground nut pods (dry),0,0,0
2365,Pune-Pimpri,ladies finger,3636,3667,3667
2366,Pune-Pimpri,mango(raw),0,2050,2050
2367,Pune-Pimpri,onion,2440,3875,3875
2368,Pune-Pimpri,pavtta,2800,4300,4300
2369,Pune-Pimpri,potato,4000,3080,3080
2370,Pune-Pimpri,ridge gourd,4000,4438,4438
2371,Pune-Pimpri,shepu,5,7,7
2372,Pune-Pimpri,shevga,5867,6000,6000
